Name,Series,Short Description,Category,Gender,Magic,Memetic,Might,Mind,Motion,Moxie,Mutation,Myth,Stats,Rank,Growth Type,Growth Rate,Restock,Return,Gift,NSFW
Chemical X (Not that one.),Modded Minecraft,"A vial full of gooey black liquid that turns zombies, skeletons, creepers, snow golems, and endermen into monstrous new forms. In general, mutates stuff horrifically into giant new forms that don't necessarily follow your orders.",Consumable,N/A,D,E,D,D,D,F,C,F,31,D,N/A,N/A,1wk,8hr,TRUE,FALSE
Ant Physiology,Generic,"You have strength proportional to an ant your size. You are capable of lifting 50 times your body weight, you gain a exoskeleton, and you produce the same type of venom as bullet ants naturally do. This scales with your physical stats.",Race,N/A,E,E,D,E,D,E,D,E,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Panther Warrior,Yugioh,"A large anthropomorphic purple panther man in armor with a scimitar and shield that attacks faster than sweeping winds. Its speed easily tops 60mph. He is a highly skilled and strong warrior on his own merits. If you sacrifice a creature or person to empower him, he gains a signficiant boost in power temporarily. ",Familiar,Male,E,D,D,E,D,E,D,D,28,D,Trust,Fast,N/A,N/A,FALSE,FALSE
 Champions of Hell,DOOM,"Summon one of the three Champions of Hell. Trade in souls or increase your energy pool to summon the other two. Each one is horrifically strong, demonically powerful, and a genuine force to be reckoned with. Pick either the Aggadon Brute, the Vagary, or the Komodo Champion to summon first.",Familiar,Other,C,B,B,D,C,D,C,A,240,B,Time,Fast,N/A,N/A,FALSE,FALSE
Kaiju Girls,Godzilla,"Your world is populated now by Kaiju Girls! Monstrous (usually naked) women that resemble and answer to the names of monsters from the popular Godzilla franchise (and other kaiju franchises). They can either be human sized when relaxed, or gigantic when fighting. You pick what they look like, either almost entirely human or almost entirely monstrous. Your objective? Survive. Or make friends. Or enjoy one of the kaiju's ""prison hospitality"". It's your choice.",World,Female,A,SS,S,D,A,B,SS,S,"3,255",S,N/A,N/A,N/A,N/A,FALSE,TRUE
Kaiju Girl,Godzilla,"You are now a Kaiju Girl! Your stats largely depend on the type of kaiju you pick, but by and large you are a city destroying monster capable of changing between human scale at rest and kaiju scale when active. You may only pick kaiju that are a species, not a lone individual. Rodan, Kamacuras, Kong, Mothra, etc. Yes, Godzilla counts. No, you do not get Godzilla's plot armor.",Race,Female,S,B,S,D,A,B,SS,S,"2,705",S,N/A,N/A,N/A,N/A,FALSE,TRUE
Xilien,Godzilla,"You are now an Xilien, an alien being capable of disguising themselves as human (usually wearing lots of leather and a trench coat), with great psychic powers and beyond human strength (usually). You have a literally one in a million chance of being a Keizer, an even more powerful psychic being capable of, theoretically, becoming near ""omnipotent"" in strength.",Race,N/A,C,C,D,D,C,D,C,C,65,C,Train,Medium,N/A,N/A,FALSE,FALSE
Keizer,Godzilla,"The one in a million chance- you are either a Xilien or a human mutant with great psychic powers, the ability to manipulate energy in multiple forms, and greatly enhanced strength and power. You also like wearing leather and cool polymer body armor now. You might also now look Japanese.",Race,N/A,A,C,C,B,C,D,B,A,335,B,Train,Fast,N/A,N/A,FALSE,FALSE
Jaeger,Pacific Rim,Pick a Jaeger. You now own a Jaeger. You must now find a companion whom you are Drift Compatible with in order to actually use your Jaeger. Also comes with its own Jaeger bay and support equipment upon first summoning. Jaeger bay does not move. You cannot unsummon either. Best put it near a coastline.,Vehicle,N/A,C,D,C,D,C,C,F,C,60,C,Tinker,Slow,N/A,N/A,FALSE,FALSE
Cunning Linguist,Generic,"You are an absolute master of eating someone out. Contrary to the name, also includes analingus. You also get an extra longue tongue for extra pleasure.",Passive,N/A,D,F,F,F,F,D,F,F,10,D,Train,Medium,N/A,N/A,FALSE,TRUE
 Marauder,DOOM,"A corrupted Night Sentinel turned into a murderous parody of the Slayer. Wields a super shotgun and an Argent double bladed battle axe. Fast, powerful, deadly- a much higher challenge for the Slayer than most demons could possibly be.",Familiar,Male,D,C,B,C,C,D,B,A,240,B,N/A,N/A,N/A,N/A,FALSE,FALSE
Mann Co. Weapons Backpack,Team Fortress 2,A backpack filled with every in-game weapon from Team Fortress 2. Only weapons and other items from the setting can be pulled in and out of this seemingly bottomless backpack.,Arsenal,N/A,D,E,D,E,D,E,D,E,24,D,N/A,N/A,N/A,N/A,TRUE,FALSE
TF2 Cosmetics Backpack,Team Fortress 2, A seemingly infinite backpack that contains every Team Fortress 2 Hat and Cosmetic. Can only hold TF2 Hats and Cosmetics.,Wearable,N/A,E,E,E,F,F,D,F,F,8,E,N/A,N/A,N/A,N/A,TRUE,FALSE
Koopa Clown Car ,Mario,"A hovering Koopa Clown Car with unlimited ammo, fuel, and bag of tricks (Throwable hammers, Mecha Koopas, and giant Iron balls). The Koopa Clown car is capable of turning into a racing go-kart and producing large Boxing Gloves or Drills with arms.",Vehicle,N/A,D,F,D,E,C,E,F,F,22,D,Tinker,Medium,N/A,N/A,TRUE,FALSE
Ultralink,Max Steel,"An alien drone that fuses with a host body to bring out their full weaponized potential via linking with objects or beings to enhance their abilities through assimilation. Ultralinks are designed to absorb and control their host's energy, and, once bonded, the host and the alien's connection is unbreakable. ",Arsenal,N/A,C,D,C,A,D,F,B,F,180,B,Tinker,Fast,N/A,N/A,TRUE,FALSE
Lacy Cock Sock,Generic,"A perfectly form fitting piece of underwear made of pure white lace and ribbons. Will make even the most intimidating phallus look cute, dainty, and delicate. Self cleaning and resizing.",Wearable,N/A,E,E,F,F,F,D,F,F,7,E,N/A,N/A,N/A,Manual,TRUE,TRUE
Cosplayer,Generic,"You are a good enough cosplayer that you can make your own outfits, and even sell your cosplays for money. You work best with references, still.",Skill,N/A,D,F,F,D,F,D,F,F,15,D,Tinker,Medium,N/A,N/A,FALSE,FALSE
Linguist,Generic,You can understand all non-magical languages and have an easier time learning magical or esoteric languages as well.,Passive,N/A,D,F,F,D,F,F,F,D,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Sexual Convenience,Generic,"The minor conveniences of sex no longer exist for you. No STD, no extra hygiene procedures, no unwanted pregnancies, nothing. Also, bonus to sexual performance.",Passive,N/A,D,F,F,F,F,D,D,F,15,D,N/A,N/A,N/A,N/A,FALSE,TRUE
Pervert Luck,Generic,Your luck conspires to get you into horny or otherwise pervy situations straight out of an Ecchi anime. Does not come with a free pass to stay in those situations.,Passive,N/A,D,D,F,F,F,D,F,D,20,D,N/A,N/A,N/A,N/A,FALSE,TRUE
Seamster,Generic,"You have a natural talent at sewing clothes, you can easily spot flaws and make new clothes for yourself and others.",Passive,N/A,D,F,F,D,F,D,F,F,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Violent Wind,Generic,Manipulate the wind and air with enough force and precision to kill with sharp wind blades or fling people around in the air.,Ability,N/A,C,F,D,F,D,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Wind Edge,Generic,"Cloak anything you hold in razor wind, effectively making it a sword. You can launch that wind blade for a flying slash.",Ability,N/A,C,F,D,F,F,F,F,F,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Wind Cloak,Generic,Cloak yourself in whirling wind that carries you into the air and allows you to fly.,Ability,N/A,C,F,F,F,C,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Wind Mapping,Generic,"Share your senses with the wind in a radius of 1km, allowing you to map out everything the wind can reach and memorize it as such.",Ability,N/A,C,C,F,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Nerve Shock,Generic,"Directly mess with someone's bioelectric signals by touch, allowing you to stun or paralyze them for a time. With more practice, you might even be able to puppet them. The stronger the opponent, the harder this is.",Ability,N/A,C,C,F,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Micro Metallokinesis,Generic,"Control metal on a microscopic scale within 10 meters. Your mass limit is roughly 200 grams, but you have atomic precision.",Ability,N/A,C,C,F,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Blackout,Generic,"Banish all light within a 100 meter area, blinding enemies and, honestly, yourself if you don't have other forms of vision. More energy means a bigger area covered.",Ability,N/A,C,C,F,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Shadow Claws,Generic,Create shadowy claws on your hands or fingertips capable of slashing through flesh and metal alike. You can train to enhance length and sharpness.,Ability,N/A,C,F,C,F,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Poisoned Flesh,Generic,"You can make your flesh and entire body become poisonous by spending energy. The more energy spent, the more lethal the poison. Higher vitality ensures higher potency. Turning it off removes all poison instantly.",Ability,N/A,C,C,F,F,F,F,C,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Solid Swimming,Generic,Swim through any physical solid object as if it's water. Does not effect the state or integrity of what you were swimming in.,Ability,N/A,C,F,F,F,C,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Despair Aura,Generic,Emit an aura of despair capable of causing weaker targets to collapse with unbearable fear and panic,Ability,N/A,C,C,F,F,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Dream Whisperer,Generic,Whisper into someone's ear while they sleep to influence their dreams or manipulate their opinions as if through hypnosis,Ability,N/A,C,C,F,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Emotion Vision,Generic,"See other people's emotions as an aura of various colors surrounding their body. Does not come with a manual, so you gotta figure out what color does what yourself.",Ability,N/A,C,C,F,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Gun Transmutation,Generic,"Transmute any solid material you touch into any mundane gun, fully loaded. Potency of bullet scales with the material used.",Ability,N/A,C,F,C,F,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Conjure Bow and Arrow,Generic,"Create a bow and arrow with your own energy, works like a normal bow and arrow. The more energy you use, the more damaging the arrow.",Ability,N/A,C,F,C,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Iron Skin,Generic,Reinforce your entire body to the point that it resembles metal more than flesh. Increases your mass as well while enhancing durability and lowering speed. Even a car crashing into your body would barely hurt you.,Ability,N/A,C,F,C,F,F,F,C,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Bat Form,Generic,"Transform into a bat or bat hybrid at will. Gain enhanced senses, sonar, flight, agility, claws, teeth, etc. Might cause extreme light sensitivity.",Ability,N/A,C,F,F,C,C,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Location Pin,Generic,"Mark any object or creature via touch, allowing you to monitor their physical condition and relative location to you. 10 marks to start with, though it increases with time and training.",Ability,N/A,C,C,F,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Minor Cure,Generic,"Heal others on touch by expending energy. Works for stabs, slashes, broken bones, etc. More severe wounds take more energy, stronger targets are harder to heal. Does not cure aging or status effects or genetic defects, just physical wounds.",Ability,N/A,C,F,F,C,F,F,F,C,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Speed Boost,Generic,"Increase the speed of all movements by spending energy. Reaction speed does not increase with your own speed. The faster you are, the more energy it takes.",Ability,N/A,C,C,F,F,C,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Rock Constructs,Generic,"Create and shape rock constructs within 20 meters of your body. You are not an Earth bender, so you don't get to control them after they're made. You can make weapons, obstructions, building blocks, etc.",Ability,N/A,C,F,C,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Grappling Vines,Generic,"Sprout and control supernaturally strong vines from your body capable of whipping, grappling, binding, etc. Higher energy means stronger, longer, and more durable vines. Also can sprout thorns if you want. All vines vanish once you deactivate the ability.",Ability,N/A,C,F,C,F,C,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Adventure Line,Stanley Parable,"A yellow line on the ground that leads you to an adventure if you choose to follow it. Ranges from finding a new good restaurant to stumbling on a murder scene and beyond. Guarantees an interesting day, if nothing else.",Ability,N/A,C,C,F,C,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Observer,Generic,A set of 10 floating disembodied eyeballs capable of sending their sight to you and following complex commands. Any eye that dies can be resummoned within 24 hours. They have no combat power and are quite squishy.,Familiar,N/A,C,C,F,C,C,F,F,F,40,D,Time,Medium,N/A,N/A,FALSE,FALSE
Griffon,Heroes of Might and Magic,"A standard griffon the size of an elephant- lion lower half, hawk upper half. Very vicious. Very loyal. You get one mating pair capable of breeding.",Familiar,Other,C,F,C,D,C,C,C,C,65,C,Trust,Medium,N/A,N/A,FALSE,FALSE
Max Elephant,Jujutsu Kaisen,"From your shadow or nearby shadows, summon an elephant shikigami capable of conjuring and spewing massive volumes of water from its trunk. It weighs as much as a real elephant so it can crush things it's dropped on too. Scales with your energy levels.",Familiar,N/A,C,F,C,F,C,C,F,C,50,C,Train,Medium,N/A,N/A,FALSE,FALSE
Darkbeast Paarl,Bloodborne,"A massive, malformed, lightning wreathed, skeletal beast raised from the dead. It can demolish walls, ignore all conventional bullets, and generate and release electricity at will.",Familiar,N/A,C,F,C,F,C,F,C,C,50,C,Train,Medium,N/A,N/A,FALSE,FALSE
Royal Sentinels,Dark Souls,"Gigantic elite guards that once served Anor Londo. They're several times bigger than humans, immensely strong, and are akin to unbreakable walls in terms of durability. They can also heal themselves. Start with 2.",Familiar,N/A,C,F,C,D,C,C,F,C,55,C,Train,Medium,N/A,N/A,FALSE,FALSE
Cloranthy Ring,Dark Souls,A ring with a flower decoration. Increases stamina regeneration and recovery after exhaustion.,Wearable,N/A,C,F,F,F,F,F,F,C,20,D,N/A,N/A,N/A,8hr,TRUE,FALSE
Blue Stoneplate Ring,Dark Souls,A gold ring with an icy blue rectangular gem. Boosts defense against ice and cold,Wearable,N/A,C,F,C,F,F,F,F,F,20,D,N/A,N/A,N/A,8hr,TRUE,FALSE
Golden Apple,Minecraft,"A magic apple with a skin made of gold. Eating it grants enhanced regeneration for one hour, and increased ability to survive attacks",Consumable,N/A,C,F,C,F,F,F,C,F,30,D,N/A,N/A,1wk,N/A,TRUE,FALSE
Levitation Necklace,Generic,"A necklace with a little pendant shaped like a pair of wings. Allows you to fly at 10 km/h in any direction, mostly horizontally with some elevation capability.",Wearable,N/A,C,F,F,F,D,F,F,F,15,D,N/A,N/A,N/A,1hr,TRUE,FALSE
Cloak of Invisibility,Harry Potter,"One of the Deathly Hallows, allows for invisibility, immunity to clairvoyance, and could let you hide from Death itself if you wanted. Provided you're not murdered.",Wearable,N/A,C,B,F,C,F,F,F,F,70,C,N/A,N/A,N/A,Auto,TRUE,FALSE
Second Face,Generic,"A white full face mask that, when worn, makes you look like someone else, allowing you to make exactly one second identity.",Wearable,N/A,C,C,F,C,F,F,F,F,30,D,N/A,N/A,N/A,8hr,TRUE,FALSE
Nymph Waterfall,Heroes of Might and Magic,"A waterfall populated by lesser Nymph. The waterfall itself spawns more Nymphs regularly, all of which will follow your orders. Waterfall can be summoned and desummoned at will.",World,N/A,C,C,C,D,C,F,F,C,55,C,N/A,N/A,N/A,Auto,FALSE,FALSE
Sahara Slicers,Terraria,A pair of arid daggers that allows you to spawn and launch 10 arid shivs every 30 seconds in a deadly barrage.,Arsenal,N/A,C,F,C,F,F,F,F,C,30,D,N/A,N/A,N/A,8hr,TRUE,FALSE
Pip-Boy 3000,Fallout,"The most iconic wrist-mounted piece of technology from Vault-Tec, allows you to monitor your health and inventory, connect to radio and info networks, map areas, shine a light in dark spaces, etc.",Wearable,N/A,C,C,F,C,F,C,F,C,50,C,N/A,N/A,N/A,Manual,TRUE,FALSE
Soul Solid,One Piece,"A cane sword belonging to Brook of the Straw Hat Pirates. Extremely sharp, does not dull. Very fashionable. Carries just the slightest imprint of its past user's skill.",Arsenal,N/A,C,F,D,D,F,C,F,C,40,D,Train,Fast,N/A,1hr,TRUE,FALSE
Chikage,Bloodborne,"The blade wielded by Annalise, Queen of the Vilebloods. Its runes allow you to sink the blade into your own flesh and sacrifice blood and vitality to amplify its strength. Amplifies necromantic and blood-based abilities.",Arsenal,N/A,C,D,D,F,F,C,D,C,45,D,Train,Slow,N/A,1hr,TRUE,FALSE
Deed to Land,Generic,"A deed that, when ripped, gives you legal ownership of a plot of land of your choice, in any currently purchaseable size.",Consumable,N/A,C,B,D,F,F,F,F,F,65,C,N/A,N/A,N/A,N/A,TRUE,FALSE
Erza Scarlet Fumo,Fairy Tail,"A fumo of Erza Scarlet. Shake it violently to instantly change your clothes to any other set you own at will, swapping their locations.",Novelty,N/A,C,F,F,F,F,C,F,F,20,D,N/A,N/A,N/A,Auto,TRUE,FALSE
Vordt's Great Hammer,Dark Souls,"A hammer made of titanite previously wielded by Vordt of the Boreal Valley. Extremely heavy. Extremely deadly. Imbued with frost, capable of freezing enemies it strikes. Enhances ice based abilities.",Arsenal,N/A,C,F,C,F,F,F,F,C,30,D,N/A,N/A,N/A,8hr,TRUE,FALSE
Phone a Friend,Generic,A single use landline phone. Call anyone you're thinking of in the universe you're in and speak with them for an hour before the phone disappears entirely.,Consumable,N/A,C,B,F,F,F,F,F,F,60,C,N/A,N/A,N/A,N/A,TRUE,FALSE
Silver Bag of Holding,Dungeons and Dragons,"A hip bag woven from silver thread, able to contain three thousand pounds worth of items. You automatically know how to find anything inside.",Wearable,N/A,C,F,F,E,F,F,F,D,16,D,N/A,N/A,N/A,Manual,TRUE,FALSE
Apprentice Acting,Generic,"You're a skilled enough actor to get hired in an actual movie, or enough to fool most non-detectives or familiar people",Skill,N/A,C,F,F,D,F,F,F,F,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Karate,Generic,"You're good enough to be a blue or red belt at actual karate, knowing kata, training techniques, strikes and kicks, you might even learn how to harness your internal energy for stronger attacks.",Skill,N/A,C,F,D,D,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Wilderness Survival,Generic,"You're great at wilderness survival- you can build shelters, find food and water, track animals, secure belongings, orient your direction, so on and so forth.",Skill,N/A,C,F,D,D,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Beginner Leadership,Generic,"You can motivate people decently enough, but like... at a school group project level. No one will follow you to hell, but they'll do what they tell you to as long as it makes sense.",Skill,N/A,D,F,F,E,F,E,F,F,7,E,Train,Slow,N/A,N/A,FALSE,FALSE
Apprentice Stealth,Generic,"You're now stealthy enough to be a generic ninja grunt- set traps, sneak up on people, gather information, move silently, so on and so forth.",Skill,N/A,C,D,F,D,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Begging,Generic,You're damn good at throwing all your dignity away to get what you want. People are more receptive to your begging and will actually accept your requests on a regular basis.,Skill,N/A,C,F,F,D,F,D,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Apprentice Fine Arts,Generic,"You're an accomplished artist in drawing, painting, sketching, sculpting, etc. You could definitely get a high paying job as an artist with a patron, but you're not era defining.",Skill,N/A,C,F,F,D,F,D,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Beginner Total Concentration Breathing,Demon Slayer,"You now know enough about Total Concentration Breathing to increase blood oxygen and activate your muscles as long as you maintain that breathing cycle. You're not very good at it yet, though...",Skill,N/A,C,F,D,D,D,F,F,F,25,D,Train,Medium,N/A,N/A,FALSE,FALSE
Sunshine Charm,Generic,"You've got the vibe of a great, kind, innocent person. It's way easier to convince someone that you're a good person now.",Passive,N/A,C,C,F,F,F,C,F,F,30,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Badboy/Badgirl Charm,Generic,"You've got the vibe of a cool, edgy, delinquent kinda person. It's way easier to convince someone that you're cool and brooding. Emos love you.",Passive,N/A,C,C,F,F,F,C,F,F,30,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Magpie's Eye,Generic,You're very good at spotting treasure and valuables to the point that anything valuable in line of sight gets highlighted for you.,Passive,N/A,C,F,F,C,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Natural Scent,Generic,"Upgrade to Perfumer. You never have to worry about smelling bad ever again. Your scent and sweat smell like fine perfume- not too much, always pleasant to whoever smells you.",Passive,N/A,D,F,F,F,F,D,D,E,16,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Iron Man,Generic,"No, not the cool one. You're just really resilient to horrible conditions- sleeping in stressful situations, enduring stress and strain, pushing through wounds and exhaustion. So on and so forth.",Passive,N/A,D,D,D,D,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Strong Legs,Generic,"Your legs are stronger and tougher now, enhancing speed and kicking strength by a significant degree",Passive,N/A,D,F,C,F,C,F,D,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Goth Magnet,Generic,"You naturally attract alt, goth, emo, punk, and edgy people. Most people will also excuse your less social actions as just being an edgelord or plain weird.",Passive,N/A,C,C,F,F,F,C,F,F,30,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Pacifism,Generic,"Toggle your ability to kill. When on, no matter how hard you hit someone, no matter how much damage you do, your target or victim will survive. Not always whole or recoverable, though.",Passive,N/A,B,D,F,F,F,F,F,D,60,C,N/A,N/A,N/A,N/A,FALSE,FALSE
Enhanced Vitality,Generic,"Enhance your health and vitality, increasing your healing speed and making you healthier overall.",Passive,N/A,C,F,C,D,D,F,C,F,40,D,Train,Medium,N/A,N/A,FALSE,FALSE
Scavenger,Generic,You have a higher chance of finding something useful or valuable when scavenging around any given area.,Passive,N/A,C,F,F,C,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Student,Generic,"You're now much better at learning things, being a student, and taking information from people with more experience than you at any given subject.",Passive,N/A,C,F,F,C,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Renown,Generic,"News of your exploits and accomplishments always reaches somewhere ahead of you, increasing your reputation slightly. Your reputation is always well known in populated areas.",Passive,N/A,C,C,F,F,F,C,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Restful,Generic,Your energy and health recover faster when sleeping,Passive,N/A,C,F,C,F,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Arthropod Affiliate,Generic,"You are a friend to all arthropods- insects, arachnids, crustaceans, isopods, etc. Also increases the strength and efficiency of your physical durability and armoring abilities ",Passive,N/A,C,F,D,F,F,C,F,F,25,D,Trust,Medium,N/A,N/A,FALSE,FALSE
Health Insurance,Generic,"Every time you're injured, you gain the exact amount of money you'd need to get it treated at the nearest medical professional. No, you are not allowed to commit insurance fraud with this one.",Passive,N/A,C,C,F,F,F,F,F,F,20,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Enhanced Lungs,Generic,"Your lungs are stronger, tougher, and more flexible. You can process oxygen faster and better, giving you more energy to work with.",Passive,N/A,C,F,C,C,C,F,F,F,40,D,Train,Medium,N/A,N/A,FALSE,FALSE
Flame Blast,Generic,"Unleash a concentrated beam of flame from your hands. You can dial the power up or down by spending more or less energy. Not really a kamehameha, but it sure looks cool.",Ability,N/A,C,C,C,F,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Flame Hose,Generic,"Unleash a constant stream of flame from anywhere on your body. The more energy spent, the hotter the flame gets and the further it goes.",Ability,N/A,C,C,C,F,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Mist,Generic,"Create and control mist within 100 meters, allowing you to obscure vision, hinder movement, smother flames, even generate icy mist to freeze surfaces or enemies, or create solid mist to attack after enough practice.",Ability,N/A,C,C,C,F,F,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Whirlpool,Generic,"Create and control whirlpools of water, using them as barriers, projectiles, traps, nuisances, or party tricks even.",Ability,N/A,C,F,C,F,C,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Ice Spike,Generic,"Create and launch ice spikes like bullets, or have them impale up from surfaces within 20 meters. The more energy you spend, the stronger and bigger they get.",Ability,N/A,C,F,C,F,C,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Air Whips,Generic,"Create and control compressed air whips capable of lashing, grabbing, or slicing with enough speed. More energy expended creates longer and stronger whips.",Ability,N/A,C,F,C,F,C,F,F,F,30,D,Train,Medium,N/A,N/A,FALSE,FALSE
Move Earth,Generic,"Telekinetically move the earth around within sensory range, though it doesn't have much lethal power beyond making pitfalls.",Ability,N/A,C,F,D,D,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Invisibility,Generic,Turn yourself invisible by bending light around you and anything you're touching.,Ability,N/A,C,D,F,F,F,F,F,F,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Natural Weapons,Generic,"Every single attached part of your body can be strengthened and sharpened into a natural weapon- fangs, claws, spines, quills, spikes, etc etc.",Ability,N/A,C,F,C,F,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Poison Breath,Generic,Breathe out a cloud of lethally toxic gas that also corrodes solid matter with its potency,Ability,N/A,C,F,C,F,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Emergency Exit,Generic,"When lethally injured, automatically teleport to the nearest safe area within a 1km radius. 30 minute cooldown.",Passive,N/A,C,F,F,F,C,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Third Person,Generic,Toggle on your third person camera to see the world like you're playing an RPG. Allows corner peeking too.,Ability,N/A,D,D,F,D,F,F,F,F,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Toggle,Generic,Turn objects within 100 meters on and off. Does not work on anything living. Works great on electronics and abilities.,Ability,N/A,C,C,F,F,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Lesser Physical Enhancement,Generic,"Augment your physical abilities by expending energy, boosts strength, agility, durability, etc. Scales with your own base stats and energy expenditure. Not very substantial.",Ability,N/A,D,F,D,D,D,F,D,F,25,D,Train,Medium,N/A,N/A,FALSE,FALSE
Building Transmutation,Generic,"Transmute matter on a macro scale. No complex constructs or anything smaller than a shed, but you could turn flat ground into an apartment complex in an hour. Not a combat power.",Ability,N/A,B,F,F,C,F,F,F,F,60,C,Train,Medium,N/A,N/A,FALSE,FALSE
Disillusioned,Generic,"See through any kind of physical deception that is not magic based- sleight of hand, pitfalls, disguises, mirages, one way mirrors, etc.",Ability,N/A,C,F,F,C,F,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Point of View,Generic,"Adjust your viewpoint from first person, to second person (using a targeted person), to third person at will.",Ability,N/A,C,F,F,D,F,F,F,F,15,D,Train,Medium,N/A,N/A,FALSE,FALSE
Blood Golem,Fear and Hunger,Shed blood to create blood golems from the puddle on the ground. Strength and number depend on physical stats as well as blood shed. Minimum requirement of 100ml,Ability,N/A,C,F,D,F,D,F,F,F,20,D,Train,Medium,N/A,N/A,FALSE,FALSE
Cor Leonis,Re:Zero,"Sense allies as spots of light in your vision, allowing you to transfer their physical and mental conditions to yourself, or transfer them between willing allies.",Ability,N/A,C,F,D,C,F,F,F,F,25,D,Train,Medium,N/A,N/A,FALSE,FALSE
Mind Blast,Generic,"Send a wave of psionic energy through your eyes to cause mental damage to any target hit, confusing them and causing headaches. Efficacy depends on mental resilience and magical power of the target.",Ability,N/A,C,C,F,D,F,F,F,F,25,D,Train,Medium,N/A,N/A,FALSE,FALSE
Sightlines,Generic,"When activated, anyone who can see you visually is highlighted in red, with a line connecting their field of vision to the part of you they can see.",Ability,N/A,C,D,F,C,F,F,F,F,25,D,Train,Medium,N/A,N/A,FALSE,FALSE
Tech Tree: Industrial Mecha,Generic,"You can create, modify, and design anything related to slow, clunky, large mecha capable of construction work, industrial lifting, or slow combat with existing armor and guns.",Skill,N/A,C,F,C,C,C,F,F,C,50,C,Tinker,Medium,N/A,N/A,FALSE,FALSE
Charizard,Pokemon,"A roughly six foot tall winged firebreathing lizard. Ornery and quick to anger, but also powerful and fast and extremely loyal. Female, and lays eggs every now and then.",Familiar,Other,B,F,C,D,B,A,C,C,235,B,Trust,Medium,N/A,N/A,FALSE,FALSE
